"","Ids","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"419",419,50,4,60,8160,2,1.053,4,4,1,5,1,8,3,3,1,1,5,6,1940,1950,2,2,9,9,3,0,4,5,1,4,4,4,1,312,6,0,444,756,2,2,1,2,756,378,0,1134,1,0,1,1,3,1,4,7,7,0,3.198,6,1940,3,1,240,5,5,2,0,0,0,0,0,0,2.342,2.947,2.768,0,4,2007,9,2,126000
"420",420,20,4,65,8450,2,1.215,4,4,1,5,1,13,3,3,1,3,5,6,1968,1968,2,2,13,14,3,0,4,5,2,4,4,4,2,775,6,0,281,1056,2,1,2,5,1056,0,0,1056,1,0,1,0,3,1,4,6,7,1,2,2,1968,3,1,304,5,5,3,0,85,184,0,0,0,2.274,2.862,2.861,0,7,2010,9,5,142000
"421",421,90,5,78,7060,2,1.777,4,4,1,5,1,12,3,3,3,7,7,5,1997,1998,2,2,13,14,2,200,4,3,3,3,2,2,3,1309,6,0,35,1344,2,1,2,5,1344,0,0,1344,2,0,2,0,2,2,4,8,7,0,3.784,2,1997,1,4,784,5,5,3,0,0,0,0,0,0,2.184,1.665,2.735,0,11,2008,9,3,206300
"422",422,20,4,80.7688,16635,2,1.722,1,4,1,3,1,17,3,3,1,3,6,7,1977,2000,2,2,6,6,4,126,3,5,2,3,4,4,1,1246,6,0,356,1602,2,3,2,5,1602,0,0,1602,0,1,2,0,3,1,3,8,7,1,5,2,1977,1,2,529,5,5,3,240,0,0,0,0,0,2.217,1.968,2.93,0,6,2009,9,5,215000
"423",423,20,4,100,21750,2,1.571,4,2,1,5,2,12,1,3,1,3,5,5,1954,1954,4,2,7,7,3,0,4,5,2,4,4,4,6,0,6,0,988,988,2,1,2,1,988,0,0,988,0,0,1,0,2,1,4,4,7,0,3.37,2,1954,2,2,520,5,5,1,0,0,0,0,0,0,2.44,2.14485,2.651,0,2,2008,9,5,113000
"424",424,60,4,80,9200,2,1.841,4,4,1,5,1,14,3,3,1,6,8,5,1998,1998,2,2,13,14,2,473,3,5,3,3,4,4,3,986,6,0,484,1470,2,3,2,5,1470,1160,0,2630,1,0,2,1,4,1,3,8,7,1,5,2,1998,1,3,696,5,5,3,0,66,0,0,0,0,1.987,1.64,2.983,0,6,2008,9,5,315000
"425",425,20,4,72,9000,2,1.354,4,4,1,5,1,13,3,3,1,3,6,5,1956,1956,2,2,14,15,2,74,4,5,2,3,4,4,4,616,6,0,580,1196,2,3,2,1,1196,0,0,1196,1,0,1,0,2,1,4,6,7,1,3,2,1956,2,1,297,5,5,3,0,44,0,0,0,0,2.383,2.842,2.853,0,5,2008,9,5,139000
"426",426,60,5,60,3378,2,1,4,2,1,5,1,18,3,3,1,6,7,8,1946,1992,2,2,7,7,3,0,4,3,2,4,4,4,6,0,6,0,651,651,2,3,2,5,707,682,0,1389,0,0,1,1,3,1,4,6,7,2,3,6,1947,3,1,240,5,5,2,0,0,126,0,0,0,2.382,2.71866666666667,2.667,0,9,2009,9,5,135000
"427",427,80,4,82.96725,12800,2,1.721,4,3,1,5,2,20,3,3,1,8,7,5,1989,1989,2,2,14,15,2,145,3,5,3,3,4,2,3,1518,6,0,0,1518,2,3,2,5,1644,0,0,1644,1,1,2,0,2,1,3,5,7,1,5,2,1989,1,2,569,5,5,3,80,0,0,0,396,0,2.12,2.002,2.945,0,8,2009,9,5,275000
"428",428,20,4,77,8593,2,1.171,1,4,1,5,1,13,3,3,1,3,4,6,1957,1957,4,2,9,9,3,0,4,5,2,4,4,4,5,288,6,0,619,907,2,1,2,5,907,0,0,907,0,0,1,0,3,1,4,5,7,0,3.091,6,1964,3,1,352,5,5,3,0,0,0,0,0,0,2.425,2.923,2.755,0,7,2008,9,5,109008
"429",429,20,4,64,6762,2,1.895,4,4,1,5,1,6,3,3,1,3,7,5,2007,2007,2,2,13,14,2,108,3,5,3,3,4,4,3,664,6,0,544,1208,2,1,2,5,1208,0,0,1208,1,0,2,0,2,1,3,6,7,0,3.111,2,2007,2,2,628,5,5,3,105,54,0,0,0,0,2.355,1.698,2.857,0,9,2007,7,6,195400
"430",430,20,4,130,11457,2,1.736,1,4,1,1,1,24,3,3,1,3,6,5,1988,1988,2,2,7,7,3,0,4,5,2,3,4,3,3,1005,6,0,387,1392,2,5,2,5,1412,0,0,1412,1,0,2,0,3,1,3,6,7,1,5,2,1988,3,2,576,5,5,3,0,0,169,0,0,0,2.206,1.654,2.936,0,3,2009,9,5,175000
"431",431,160,5,21,1680,2,1.534,4,4,1,5,1,3,3,3,4,6,6,5,1971,1971,2,2,7,7,2,232,4,5,2,4,4,4,1,387,6,0,96,483,2,5,2,5,483,504,0,987,0,0,1,1,2,1,4,4,7,0,3.59966666666667,6,1971,3,1,264,5,5,3,0,0,0,0,0,0,2.329,2.0265,2.772,0,7,2008,1,1,85400
"432",432,50,5,60,5586,2,1.123,1,1,1,5,1,18,2,3,1,1,6,7,1920,1998,2,2,9,9,3,0,4,5,1,4,4,4,6,0,6,0,901,901,2,3,2,5,1088,110,0,1198,0,0,1,0,4,1,4,7,7,0,3.497,5.27966666666667,1935.66266666667,2.912,0,0,3.309,4.149,1,0,98,0,0,0,0,2.254,3,2.728,0,9,2008,3,1,79900
"433",433,160,5,24,1920,2,1.562,4,4,1,5,1,3,3,3,5,6,5,5,1971,1971,2,2,7,7,2,376,4,5,2,4,4,4,1,471,6,0,294,765,2,1,2,5,765,600,0,1365,1,0,1,1,2,1,4,6,3,0,3.9555,6,1971,3,2,440,5,5,3,240,36,0,0,0,0,2.431,2.0035,2.85,0,8,2007,9,5,122500
"434",434,60,4,100,10839,2,1.77,1,4,1,1,1,9,3,3,1,6,6,5,1997,1998,2,2,13,14,3,0,4,5,3,3,4,4,6,0,6,0,926,926,2,1,2,5,926,678,0,1604,0,0,2,1,3,1,4,7,7,1,5,2,1997,1,2,470,5,5,3,0,36,0,0,0,0,2.329,1.88383333333333,2.941,0,7,2008,9,5,181000
"435",435,180,5,21,1890,2,1.347,4,4,1,5,1,11,3,3,4,7,4,7,1972,1972,2,2,6,6,3,0,4,3,2,3,4,1,1,495,6,0,135,630,2,3,2,5,630,0,0,630,1,0,1,0,1,1,4,3,7,0,3.67666666666667,3.255,1964.7995,2.573,0,0,4.095,4.388,3,88,0,0,0,0,0,2.46,2.71666666666667,2.681,0,6,2008,9,5,81000
"436",436,60,4,43,10667,2,1.767,2,4,1,2,1,6,5,3,1,6,7,6,1996,1996,2,2,13,14,3,0,3,5,3,3,4,1,3,385,1,344,70,799,2,1,2,5,827,834,0,1661,1,0,2,1,3,1,3,6,7,1,5,2,1996,2,2,550,5,5,3,158,61,0,0,0,0,2.152,1.976,2.912,0,4,2009,5,5,212000
"437",437,50,5,40,4400,2,1.071,4,4,1,5,1,18,3,3,1,1,6,8,1920,1950,2,2,12,13,3,0,4,5,1,2,4,4,6,0,6,0,648,648,2,5,2,1,734,384,0,1118,0,0,1,0,2,1,4,6,7,0,3.276,6,1990,3,2,440,5,5,3,0,0,0,0,0,0,2.386,2.648,2.762,0,10,2006,9,5,116000
"438",438,45,5,50,6000,2,1.289,4,4,1,5,1,4,3,3,1,2,6,7,1926,2004,2,2,14,15,3,0,3,5,3,4,4,4,6,0,6,0,884,884,2,3,2,5,904,0,0,904,0,0,1,0,2,1,4,4,7,0,3.106,6,1926,3,1,180,5,5,3,0,0,105,0,0,0,2.393,2.7276,2.741,0,1,2009,9,5,119000
"439",439,30,4,40,4280,2,1.093,4,4,1,5,1,7,3,3,1,3,5,6,1913,2002,2,2,15,13,3,0,4,5,3,4,4,4,4,365,6,0,75,440,2,5,1,5,694,0,0,694,0,0,1,0,2,1,3,4,7,1,3,6,1990,3,1,352,3,5,2,0,0,34,0,0,0,2.262,3,2.777,0,3,2007,9,5,90350
"440",440,50,4,67,12354,2,1,4,4,1,1,1,8,3,3,1,1,6,8,1920,2000,2,2,14,15,3,0,4,5,1,4,1,3,6,0,6,0,684,684,2,3,2,5,684,512,0,1196,0,0,1,0,3,1,3,7,7,0,4.07275,6,2005,3,2,528,5,5,3,0,46,0,0,0,0,2.373,1,3,800,8,2009,4,5,110000
"441",441,20,4,105,15431,2,1.796,4,4,1,5,1,16,3,3,1,3,10,5,2008,2008,4,2,13,14,4,200,1,5,3,1,4,2,3,1767,1,539,788,3094,2,1,2,5,2402,0,0,2402,1,0,2,0,2,1,1,10,7,2,3,2,2008,1,3,672,5,5,3,0,72,0,0,170,0,2.036,2.056,2.947,0,4,2009,9,5,555000
"442",442,90,4,92,12108,2,1.31,4,4,1,5,1,8,3,3,3,3,4,4,1955,1955,2,2,13,14,2,270,4,5,2,4,4,4,1,133,6,0,1307,1440,2,5,1,2,1440,0,0,1440,0,0,2,0,4,2,2,8,7,0,3.47733333333333,3.99866666666667,1949.688,2.6785,0,0,3.955,4.223,3,0,0,0,0,0,0,2.451,2.512,2.691,0,9,2008,9,5,118000
"443",443,50,5,52,6240,2,1.684,4,4,1,5,1,4,3,3,1,1,5,7,1930,1992,2,2,9,9,3,0,4,5,3,4,4,4,6,0,6,0,1078,1078,2,5,2,5,1128,445,0,1573,0,0,2,0,3,1,4,8,7,1,3,6,1930,3,2,360,5,5,2,0,0,0,0,0,0,2.461,1.778,2.761,0,6,2008,9,5,162900
"444",444,120,4,53,3922,2,1.864,4,4,1,5,1,1,3,3,5,3,7,5,2006,2007,2,2,15,16,2,72,3,5,3,1,4,1,6,0,6,0,1258,1258,2,1,2,5,1258,0,0,1258,0,0,2,0,2,1,3,6,7,1,3,2,2007,1,3,648,5,5,3,144,16,0,0,0,0,2.413,1.652,2.74,0,6,2007,7,6,172500
"445",445,60,4,70,8750,2,1.789,4,4,1,5,1,6,3,3,1,6,7,5,1994,1995,2,2,13,14,3,0,3,3,3,3,4,4,3,642,6,0,273,915,2,1,2,5,933,975,0,1908,1,0,2,1,4,1,3,8,7,1,5,2,1994,3,2,493,5,5,3,144,133,0,0,0,0,2.157,1.442,2.937,0,7,2008,9,5,210000
"446",446,20,4,73,9855,2,1.308,4,4,1,1,1,8,3,3,1,3,6,5,1956,1956,4,2,14,15,3,0,4,5,2,4,4,4,6,0,6,0,1436,1436,2,2,2,5,1689,0,0,1689,0,0,1,0,3,1,4,7,7,1,3,2,1956,3,2,480,5,5,3,0,0,0,0,0,0,2.424,3,2.798,0,11,2009,1,5,127500
"447",447,20,4,137,16492,2,1.762,1,4,1,1,1,13,4,3,1,3,6,6,1966,2002,2,2,4,11,3,0,3,5,2,4,4,4,1,247,5,713,557,1517,2,1,2,5,1888,0,0,1888,0,0,2,1,2,1,3,6,5,1,3,2,1966,1,2,578,5,5,3,0,0,0,0,0,0,2.223,1.915,2.878,0,6,2010,9,5,190000
"448",448,60,4,86.1135333333333,11214,2,1.819,1,4,1,1,1,9,3,3,1,6,7,5,1998,1999,2,2,13,14,3,0,3,5,3,3,4,4,6,0,6,0,930,930,2,3,2,5,956,930,0,1886,0,0,2,1,4,1,3,10,7,1,5,2,1998,1,2,431,5,5,3,89,0,0,0,0,0,2.259,1.51183333333333,2.942,0,7,2006,9,5,199900
"449",449,50,5,50,8600,2,1.093,4,1,1,5,1,10,3,3,1,1,6,6,1937,1950,2,2,9,9,3,0,4,5,1,4,4,4,6,0,6,0,780,780,2,5,2,5,780,596,0,1376,0,0,2,0,3,1,4,7,7,1,3,6,1937,3,1,198,5,5,1,0,0,0,0,0,0,2.493,2.84,2.714,0,6,2006,9,5,119500
"450",450,50,5,50,6000,2,1.095,4,4,1,5,1,18,3,3,1,1,3,7,1948,2002,2,2,9,9,3,0,4,3,2,4,4,4,1,331,6,0,318,649,2,1,2,5,679,504,0,1183,0,0,1,1,2,1,4,6,7,0,3.17566666666667,6,1981,3,1,308,5,5,3,0,176,0,0,0,0,2.312,2.927,2.821,0,6,2007,9,5,120000
"451",451,30,5,70,5684,2,1.116,4,4,1,5,1,18,3,3,1,3,6,8,1930,2005,4,2,14,15,3,0,4,5,1,4,4,4,6,0,6,0,813,813,2,1,2,1,813,0,0,813,0,0,1,0,2,1,3,5,7,0,3.11466666666667,6,1932,3,1,270,2,2,1,0,113,0,0,0,0,2.317,2.516,2.658,0,6,2006,9,5,110000
"452",452,20,4,62,70761,2,1.76,1,3,1,5,2,5,3,3,1,3,7,5,1975,1975,2,8,10,11,3,0,4,5,2,3,4,2,1,655,6,0,878,1533,2,5,2,5,1533,0,0,1533,1,0,2,0,2,1,3,5,7,2,5,2,1975,3,2,576,5,5,3,200,54,0,0,0,0,2.481,1.978,2.86,0,12,2006,9,5,280000
"453",453,60,4,78.9169166666667,9303,2,1.837,1,4,1,1,1,24,3,3,1,6,6,5,1996,1997,4,2,13,14,2,42,3,5,3,1,4,4,1,742,6,0,130,872,2,1,2,5,888,868,0,1756,1,0,2,1,3,1,4,7,7,0,4.558,2,1996,1,2,422,5,5,3,144,122,0,0,0,0,2.073,1.89783333333333,2.982,0,7,2007,9,5,204000
"454",454,60,2,75,9000,2,1.954,4,4,1,5,1,21,3,3,1,6,8,5,2008,2008,2,2,13,14,3,0,3,5,3,3,4,4,6,0,6,0,768,768,2,1,2,5,786,804,0,1590,0,0,2,1,3,1,3,6,7,0,3.081,2,2008,2,2,676,5,5,3,0,30,0,0,0,0,2.249,1.89383333333333,2.87,0,6,2009,9,5,210000
"455",455,90,4,63,9297,2,1.674,4,4,1,5,1,12,3,3,3,3,5,5,1976,1976,2,2,10,11,3,0,4,5,2,4,4,4,1,1606,6,0,122,1728,2,5,2,5,1728,0,0,1728,2,0,2,0,4,2,4,8,7,0,4.1925,6,1976,3,2,560,5,5,3,0,0,0,0,0,0,2.283,1.909,2.877,0,7,2006,9,4,188000
"456",456,20,4,80,9600,2,1.303,4,4,1,5,1,17,3,3,1,3,7,6,1973,1973,4,2,7,7,2,320,4,5,2,4,4,4,1,916,6,0,326,1242,2,2,2,5,1242,0,0,1242,0,0,1,1,3,1,4,6,7,1,5,2,1973,3,2,528,5,5,3,0,0,0,0,0,0,2.172,2.668,2.948,0,9,2007,9,5,175500
"457",457,70,5,34,4571,2,1,4,4,1,5,1,18,3,3,1,6,5,5,1916,1950,2,2,1,1,3,0,4,5,1,4,4,4,6,0,6,0,624,624,2,2,1,5,624,720,0,1344,0,0,1,0,4,1,4,7,7,0,3.394,6,1916,3,3,513,2,2,3,0,0,96,0,0,0,2.219,2.476,2.801,0,5,2008,1,1,98000
"458",458,20,4,95.316,53227,2,1.755,1,3,1,2,2,5,3,3,1,3,4,6,1954,1994,1,6,10,11,3,0,4,5,2,3,4,2,2,1116,6,0,248,1364,2,1,2,5,1663,0,0,1663,1,0,1,0,2,1,3,6,3,2,3,2,1954,1,2,529,5,5,3,224,137,0,0,0,0,2.39,1.887,2.824,0,3,2008,9,5,256000
"459",459,70,5,56.971,5100,2,1,4,4,1,5,1,18,3,3,1,6,8,7,1925,1996,4,2,12,16,3,0,4,3,3,4,4,4,6,0,6,0,588,588,2,2,2,5,833,833,0,1666,0,0,1,0,3,1,3,7,7,1,3,6,1925,3,1,228,5,5,3,192,63,0,0,0,0,2.33,3,2.73,0,6,2008,9,5,161000
"460",460,50,4,65.81,7015,2,1.256,1,1,1,1,1,4,3,3,1,1,5,4,1950,1950,2,2,9,9,1,161,4,5,2,4,4,4,4,185,6,0,524,709,2,5,2,5,979,224,0,1203,1,0,1,0,3,1,3,5,7,1,5,6,1950,3,1,352,5,5,3,0,0,248,0,0,0,2.428,2.717,2.877,0,7,2009,9,5,110000
"461",461,60,2,75,8004,2,1.957,1,4,1,5,1,21,7,3,1,6,8,5,2009,2009,2,2,13,14,4,110,3,5,3,3,4,4,3,544,6,0,288,832,2,1,2,5,832,1103,0,1935,1,0,2,1,3,1,4,8,7,0,3.1965,4,2009,1,2,552,5,5,3,0,150,0,0,0,0,2.131,1.76416666666667,2.891,0,12,2009,7,6,263435
"462",462,70,4,60,7200,2,1.408,4,4,1,5,1,23,2,3,1,6,7,9,1936,2007,2,2,14,15,3,0,3,3,3,3,2,4,1,350,2,210,0,560,2,1,2,5,575,560,0,1135,1,0,1,0,3,1,3,6,7,0,3.3975,6,1971,2,2,576,5,5,3,256,0,0,0,0,0,2.142,3,2.764,0,4,2009,9,5,155000
"463",463,20,4,60,8281,2,1.446,1,4,1,5,1,19,3,3,1,3,5,5,1965,1965,2,2,9,9,3,0,4,5,2,4,4,4,5,553,2,311,0,864,2,3,2,5,864,0,0,864,0,0,1,0,3,1,4,5,7,1,4,6,1965,3,1,360,5,5,3,0,0,236,0,0,0,2.197,2,2.922,0,12,2009,9,5,62383
"464",464,70,4,74,11988,2,1.25,1,2,1,5,2,7,3,3,1,6,6,7,1934,1995,4,2,12,13,3,0,4,5,2,4,4,4,4,326,6,0,389,715,2,2,2,1,849,811,0,1660,0,0,1,1,3,1,4,6,7,1,3,6,1939,3,1,240,5,5,3,0,0,0,0,0,0,2.38,2.71,2.739,0,8,2008,9,5,188700
"465",465,20,4,60,8430,2,1.337,4,2,1,5,2,6,3,3,1,3,5,5,1978,1978,2,2,7,7,2,136,4,5,2,3,4,4,5,616,6,0,424,1040,2,5,2,5,1040,0,0,1040,0,0,2,0,3,1,4,5,7,0,4.031,3.643,1967.34693333333,2.605,0,0,4.06,4.416,3,0,0,0,0,0,0,2.448,2.825,2.883,0,8,2009,9,5,124000
"466",466,120,5,45.4335166666667,3072,2,1.892,4,4,1,5,1,1,3,3,5,3,7,5,2004,2004,4,2,13,14,2,18,3,5,3,3,4,4,6,0,6,0,1375,1375,2,1,2,5,1414,0,0,1414,0,0,2,0,2,1,3,6,7,1,5,2,2004,1,2,398,5,5,3,144,20,0,0,0,0,2.392,1.635,2.836,0,5,2006,9,5,178740
"467",467,20,4,85,10628,2,1.612,4,4,1,5,1,13,3,3,1,3,7,5,1970,1970,1,6,10,11,3,0,4,3,2,4,2,2,3,778,6,0,499,1277,2,5,2,5,1277,0,0,1277,1,0,1,0,2,1,4,5,7,1,4,2,1970,3,2,526,5,5,3,0,0,0,0,176,0,2.412,2,2.864,0,4,2007,9,5,167000
"468",468,70,4,79,9480,2,1.143,4,4,1,5,1,13,1,3,1,6,5,7,1942,1995,2,2,9,9,4,224,4,5,2,4,4,4,4,386,6,0,342,728,2,1,2,5,888,756,0,1644,0,0,1,1,3,1,3,7,7,2,3,2,1942,3,1,312,5,5,3,168,0,0,0,0,0,2.279,2.771,2.836,0,6,2007,9,5,146500
"469",469,20,4,98,11428,2,1.853,1,4,1,5,1,16,3,3,1,3,8,5,2006,2006,2,2,13,14,4,248,3,5,3,3,4,4,6,0,6,0,1626,1626,2,1,2,5,1634,0,0,1634,0,0,2,0,3,1,3,7,7,1,3,2,2006,2,3,866,5,5,3,0,44,0,0,0,0,2.153,1.847,2.861,0,5,2007,9,5,250000
"470",470,60,4,76,9291,2,1.839,1,4,1,1,1,20,8,3,1,6,6,5,1993,1993,2,2,7,7,2,120,3,5,3,3,4,4,3,426,6,0,406,832,2,1,2,5,832,878,0,1710,0,0,2,1,3,1,3,7,7,0,4.861,2,1993,2,2,506,5,5,3,144,70,0,0,0,0,2.19,1.769,2.976,0,6,2008,9,5,187000
"471",471,120,4,49.7171166666667,6820,2,1.853,1,4,1,1,1,22,3,3,5,3,8,5,1985,1985,2,2,7,7,3,0,3,5,3,3,4,1,3,368,2,1120,0,1488,2,5,2,5,1502,0,0,1502,1,0,1,1,1,1,3,4,7,0,3.23266666666667,2,1985,2,2,528,5,5,3,0,54,0,0,140,0,2.111,1.796,2.822,0,6,2010,9,5,212000
"472",472,60,4,92,11952,2,1.757,4,4,1,5,1,17,4,3,1,6,7,6,1977,1977,5,7,15,11,3,0,4,5,2,3,4,4,6,0,6,0,808,808,2,5,2,5,1161,808,0,1969,0,0,2,1,3,1,4,8,7,1,3,2,1977,2,2,534,5,5,3,0,0,0,0,276,0,2.361,1.683,2.884,0,11,2007,9,5,190000
"473",473,180,5,35,3675,2,1.784,4,4,1,5,1,8,3,3,5,8,6,5,2005,2005,2,2,13,14,2,80,4,5,3,3,4,2,3,459,6,0,88,547,2,1,2,5,1072,0,0,1072,1,0,1,0,2,1,4,5,7,0,3.5478,3,2005,2,2,525,5,5,3,0,28,0,0,0,0,2.388,1.859,2.711,0,6,2008,9,5,148000
"474",474,20,4,110,14977,2,1.805,1,4,1,5,1,16,3,3,1,3,8,5,2006,2007,2,2,13,14,2,304,3,5,3,1,4,2,3,1350,6,0,626,1976,2,1,2,5,1976,0,0,1976,1,0,2,0,2,1,3,7,7,1,1,2,2006,2,3,908,5,5,3,250,63,0,0,0,0,2.162,2.031,2.868,0,7,2007,7,6,440000
"475",475,120,4,41,5330,2,1.919,4,4,1,5,1,22,3,3,5,3,8,5,2000,2000,2,2,6,6,3,0,3,5,3,3,4,1,3,1196,6,0,298,1494,2,1,2,5,1652,0,0,1652,1,0,2,0,2,1,1,6,7,0,2.76270833333333,2,2000,2,2,499,5,5,3,96,48,0,0,0,0,2.133,1.774,2.833,0,8,2007,9,5,251000
"476",476,20,4,80,8480,2,1.175,4,4,1,1,1,19,3,3,1,3,5,6,1963,1963,4,2,7,7,3,0,4,5,2,4,4,4,3,630,6,0,340,970,2,5,2,5,970,0,0,970,1,0,1,0,2,1,4,5,7,0,3.594,6,1996,3,2,624,5,5,3,0,24,0,0,192,0,2.226,2.868,2.834,0,7,2007,9,5,132500
"477",477,20,4,75,13125,2,1.812,4,4,1,5,2,6,3,3,1,3,6,5,1997,1998,2,2,13,14,2,215,4,5,3,3,4,2,3,994,6,0,484,1478,2,1,2,5,1493,0,0,1493,1,0,2,0,3,1,3,7,7,1,5,2,1997,1,2,508,5,5,3,140,39,0,0,0,0,2.304,1.808,2.927,0,4,2008,9,5,208900
"478",478,60,4,105,13693,2,1.807,4,4,1,5,1,16,3,3,1,6,9,5,2006,2006,4,2,13,14,2,772,1,5,3,3,4,1,6,0,6,0,2153,2153,2,1,2,5,2069,574,0,2643,0,0,2,1,3,1,1,9,7,1,3,4,2006,1,3,694,5,5,3,414,84,0,0,0,0,2.261,2.048,2.854,0,3,2007,9,5,380000
"479",479,20,4,79,10637,2,1.821,4,4,1,5,1,6,3,3,1,3,8,5,2007,2008,4,2,13,14,4,336,3,5,3,1,4,2,3,1288,6,0,417,1705,2,1,2,5,1718,0,0,1718,1,0,2,0,3,1,3,7,7,1,3,2,2007,2,3,826,5,5,3,208,44,0,0,0,0,2.309,2.089,2.885,0,9,2009,9,5,297000
"480",480,30,5,50,5925,2,1.144,4,1,1,5,1,18,3,3,1,3,4,7,1937,2000,4,2,12,13,1,435,4,5,1,2,4,4,5,168,6,0,739,907,2,5,2,5,1131,0,0,1131,0,0,1,0,2,1,4,7,7,0,3.98966666666667,6,1995,3,2,672,5,5,3,0,72,0,0,0,0,2.253,3,2.89,0,3,2007,9,3,89471
"481",481,20,4,98,16033,2,1.813,1,4,1,3,1,16,3,3,1,3,9,5,2004,2005,4,2,13,14,2,378,3,5,3,1,4,2,3,1261,6,0,572,1833,2,1,2,5,1850,0,0,1850,1,0,2,0,3,1,3,8,7,1,3,2,2004,1,3,772,5,5,3,519,112,0,0,0,0,2.232,1.978,2.855,0,3,2006,9,5,326000
"482",482,20,4,72,11846,2,1.797,1,2,1,5,1,16,3,3,1,3,9,5,2003,2004,4,2,13,14,2,562,3,5,3,1,4,2,3,1567,6,0,225,1792,2,1,2,5,1792,0,0,1792,1,0,2,0,2,1,1,6,7,1,3,2,2003,1,3,874,5,5,3,206,49,0,0,0,0,2.115,2.064,2.898,0,8,2006,9,5,374000
"483",483,70,5,50,2500,2,2,4,4,1,1,1,18,3,3,1,6,7,8,1915,2005,2,2,12,13,3,0,3,5,3,4,4,4,1,299,6,0,611,910,2,1,2,5,916,910,0,1826,1,0,1,1,4,1,1,7,4,1,3,2,1915,3,1,164,2,2,3,0,0,0,0,0,0,2.297,1.78966666666667,2.747,0,6,2009,9,5,155000
"484",484,120,5,32,4500,2,1.784,4,4,1,3,1,12,3,3,4,3,6,5,1998,1998,4,2,13,14,2,116,4,5,3,1,4,4,3,897,6,0,319,1216,2,1,2,5,1216,0,0,1216,1,0,2,0,2,1,4,5,7,0,3.8611,2,1998,3,2,402,5,5,3,0,125,0,0,0,0,2.273,1.699,2.842,0,5,2006,9,5,164000
"485",485,20,4,69.6939166666667,7758,2,1.187,1,4,1,1,1,19,3,3,1,3,5,7,1962,2001,2,2,7,11,3,0,4,3,2,4,4,4,1,588,6,0,411,999,2,3,2,5,999,0,0,999,1,0,1,0,3,1,3,6,7,0,3.069,6,1963,3,1,264,5,5,3,0,132,0,0,0,0,2.311,2.98,2.73,0,3,2007,9,5,132500
"486",486,20,4,80,9600,2,1.336,4,4,1,5,1,13,3,3,1,3,5,7,1950,2007,2,2,9,9,3,0,3,5,2,4,4,4,1,607,6,0,506,1113,2,3,2,5,1113,0,0,1113,0,0,1,0,3,1,3,5,7,1,3,2,1950,3,1,264,5,5,3,0,80,120,0,0,0,2.4,2.764,2.755,0,7,2009,9,5,147000
"487",487,20,4,79,10289,2,1.298,4,4,1,5,1,13,3,3,1,3,5,7,1965,1965,4,2,9,9,2,168,4,5,2,4,4,4,1,836,6,0,237,1073,2,5,2,5,1073,0,0,1073,1,0,1,1,3,1,4,6,7,0,4.23533333333333,2,1965,2,2,515,5,5,3,0,0,0,0,0,0,2.231,2.844,2.947,0,6,2007,9,5,156000
"488",488,20,4,70,12243,2,1.329,1,4,1,5,1,17,3,3,1,3,5,6,1971,1971,2,2,10,11,3,0,4,5,2,3,4,1,1,998,6,0,486,1484,2,3,2,5,1484,0,0,1484,0,0,2,0,3,1,4,7,7,1,5,2,1971,3,2,487,5,5,3,224,0,0,0,180,0,2.383,2.825,2.858,0,2,2007,9,5,175000
"489",489,190,4,60,10800,2,1.23,4,4,1,1,1,18,3,3,2,1,5,4,1900,1970,2,2,14,15,3,0,4,2,2,4,1,4,2,664,6,0,290,954,2,5,1,1,1766,648,0,2414,0,0,2,0,3,2,4,10,5,1,3,2,1970,3,2,520,5,2,1,142,0,0,0,0,0,2.203,2.445,2.708,0,5,2006,3,5,160000
"490",490,180,5,21,1526,2,1.299,4,4,1,5,1,11,3,3,4,7,4,8,1970,2002,2,2,6,6,3,0,4,3,2,3,4,1,3,515,6,0,115,630,2,5,2,5,630,0,0,630,1,0,1,0,1,1,3,3,7,0,3.65466666666667,2,1970,3,1,286,5,5,3,0,0,0,0,0,0,2.437,2.67,2.552,0,5,2009,9,5,86000
